16568.9; 10; 0.25
24587.6; 10; 0.5
31782; 10; 0.75
36968; 10; 0.99
263594; 50; 0.25
498000; 50; 0.5
823618; 50; 0.75
1.01765e+006; 50; 0.99
1.45926e+006; 100; 0.25
3.47761e+006; 100; 0.5
4.10353e+006; 100; 0.75
4.96588e+006; 100; 0.99
7.37296e+006; 200; 0.25
1.49892e+007; 200; 0.5
2.24428e+007; 200; 0.75
3.0101e+007; 200; 0.99
1.97008e+007; 280; 0.25
3.90078e+007; 280; 0.5
5.77187e+007; 280; 0.75
7.71903e+007; 280; 0.99
3.97325e+007; 350; 0.25
7.65734e+007; 350; 0.5
1.13683e+008; 350; 0.75
1.73729e+008; 350; 0.99
